codConceptoVentas;idVenta;concepto;cantidad;precioUnitario;subTotal
ccv-799;6fc2cea7-0c0a-44b9-a9c3-318057759b17;Vino Santa Ana;1;35;35
ccv-800;6fc2cea7-0c0a-44b9-a9c3-318057759b17;Ron Flor de Caña;1;75;75
ccv-801;e2962347-98d1-4d40-abd6-425207145baf;Simba Piña;1;9;9
ccv-802;78e708ca-64a8-4258-8d09-364d5b8b8584;Sixpack Baltica;1;39;39
ccv-803;78e708ca-64a8-4258-8d09-364d5b8b8584;Paceña 440ml;2;8;16
ccv-804;78e708ca-64a8-4258-8d09-364d5b8b8584;Agua Vital 990ml;1;6;6
ccv-805;702dc7f5-9bb7-472e-b89f-31b119658194;Coca Cola 3L;1;13;13
ccv-806;ff7052b4-6673-48cd-a4fd-554ccd42c51d;Paceña 440ml;4;8;32
ccv-807;ff7052b4-6673-48cd-a4fd-554ccd42c51d;Coca Cola 3L;1;13;13
ccv-808;ff7052b4-6673-48cd-a4fd-554ccd42c51d;Vino Santa Ana;1;35;35
ccv-809;32542560-6dc3-40a1-af0b-ad1ce316adf9;Singani Caso Real Azul;1;35;35
ccv-810;a921246e-b1e5-4d51-a0de-9f57abebe7ca;Pepsi 3L;1;12;12
ccv-811;ea1ce63e-6983-41aa-8014-4c9022751766;Coca Cola 3L;2;13;26
ccv-812;ea1ce63e-6983-41aa-8014-4c9022751766;Sprite 3L;1;13;13
ccv-813;7f0c8068-5e29-4378-bfa6-b166c9ce0c37;Huari Lata 440ml;2;10;20
ccv-814;6fca0688-cef9-4e1c-8566-0f34b3381133;Ron Flor de Caña;1;75;75
ccv-815;5abe4980-2b18-4fda-bf46-0a7ad2036e65;Agua Vital 990ml;2;6;12
ccv-816;5abe4980-2b18-4fda-bf46-0a7ad2036e65;Paceña 440ml;4;8;32
ccv-817;25394dec-fe8e-4d87-8cd4-45f6a9154711;Sprite 3L;1;13;13
ccv-818;7d6698e1-c9eb-44f9-aa12-fd0291ebc581;Coca Cola 3L;1;13;13
ccv-819;1a319432-3ed9-4f2c-834e-1bcc0546cf6c;Simba Piña;1;9;9
ccv-820;70353746-04db-441f-a2af-59d0f907d206;Vodka Barkov 1L;1;45;45
ccv-821;70353746-04db-441f-a2af-59d0f907d206;Paceña 440ml;3;8;24
ccv-822;7aac66d5-6a46-4c37-85df-87f2fda8cf85;Pepsi 3L;1;12;12
ccv-823;cc8b9442-9c69-479e-8497-9ec387573231;Huari Lata 440ml;3;10;30
ccv-824;4923d04c-cb19-4805-baf7-5e4fc71a91cd;Sixpack Baltica;1;39;39
ccv-825;af1745db-eeaa-4fa6-a3d6-74206b3acef3;Simba Piña;2;9;18
ccv-826;af1745db-eeaa-4fa6-a3d6-74206b3acef3;Pepsi 3L;1;12;12
ccv-827;0b5cfc90-7998-469e-a9bc-53d9b2d58e3f;Sixpack Baltica;2;39;78
ccv-828;8f3f5bf2-ee85-406b-97f1-1ec0d346c4e3;Cajetilla Winston;1;10;10
ccv-829;8f3f5bf2-ee85-406b-97f1-1ec0d346c4e3;Paceña 440ml;2;8;16
ccv-830;cfe6a8bc-7413-4942-8c83-0831b7bd693a;Sprite 3L;1;13;13
ccv-831;86bf5059-c781-48b3-ac46-916182af5a27;Coca Cola 3L;2;13;26
ccv-832;3416a052-2af1-496f-b052-38a2726b1eb3;Singani Caso Real Azul;1;35;35
ccv-833;3416a052-2af1-496f-b052-38a2726b1eb3;Paceña 440ml;2;8;16
ccv-834;c21cf4ab-ca55-45e2-8595-6727c986b38b;Coca Cola 3L;1;13;13
ccv-835;cffdd1eb-6fbe-4d4e-a962-c8faca11b520;Singani Caso Real Azul;2;35;70
ccv-836;cffdd1eb-6fbe-4d4e-a962-c8faca11b520;Sprite 3L;1;13;13
ccv-837;c8190a15-c92e-4572-b297-1a065d17b286;Cajetilla Winston;1;10;10
ccv-838;adfe8bdd-95d7-4eb5-a6e5-e113d2a716d8;Simba Piña;1;9;9
ccv-839;23883c4c-1833-40f3-85c6-046fffccb7a1;Agua Vital 990ml;2;6;12
ccv-840;23883c4c-1833-40f3-85c6-046fffccb7a1;Coca Cola 3L;1;13;13
ccv-841;23883c4c-1833-40f3-85c6-046fffccb7a1;Ron Abuelo 1L;1;85;85
ccv-842;448838ca-1509-45a0-ae5c-918c11a5367c;Paceña 440ml;4;8;32
ccv-843;fdee25ff-c212-4aee-a503-c0cebe8f735c;Vodka Barkov 1L;1;45;45
ccv-844;fdee25ff-c212-4aee-a503-c0cebe8f735c;Vino Santa Ana;1;35;35
ccv-845;d9c0c29f-87cf-40e5-9773-f26f468e7f5c;Agua Vital 990ml;3;6;18
ccv-846;82e00e26-2fce-4f06-84f8-8e1e2437dcc3;Coca Cola 3L;1;13;13
ccv-847;66258f8b-8759-43a1-9b06-5d5f252bb986;Pepsi 3L;1;12;12
ccv-848;f4f91def-ced3-4670-b76a-295a4b7cc98a;Ron Flor de Caña;1;75;75
ccv-849;f4f91def-ced3-4670-b76a-295a4b7cc98a;Cajetilla Winston;1;10;10
ccv-850;fc17dcf6-d902-417f-b525-f882a138bf4c;Coca Cola 3L;2;13;26
ccv-851;f445c407-ae3c-4246-b9a2-aeab957370b0;Vino Santa Ana;1;35;35
ccv-852;c4a8e495-841c-4582-9bac-8c59f32f5506;Vodka Barkov 1L;2;45;90
ccv-853;c4a8e495-841c-4582-9bac-8c59f32f5506;Coca Cola 3L;2;13;26
ccv-854;c4a8e495-841c-4582-9bac-8c59f32f5506;Ron Abuelo 1L;1;85;85
ccv-855;9319fd25-ce52-4e6d-8d5d-4363b38942d4;Caja Paceña;3;130;390
ccv-856;651f3080-b563-479a-a1e1-21664ae182b5;Pepsi 3L;1;12;12
ccv-857;651f3080-b563-479a-a1e1-21664ae182b5;Paceña 440ml;5;8;40
ccv-858;643e2346-07af-48ad-b867-1671000fd4f4;Vino Santa Ana;1;35;35
ccv-859;0f481c9b-75d6-49a5-b237-b42bfde4a70d;Ron Flor de Caña;1;75;75
ccv-860;0f481c9b-75d6-49a5-b237-b42bfde4a70d;Coca Cola 3L;3;13;39
ccv-861;0f481c9b-75d6-49a5-b237-b42bfde4a70d;Sixpack Baltica;1;39;39
ccv-862;ca09fd20-4d06-4782-9f9c-2f11f6362142;Vino Santa Ana;3;35;105
ccv-863;54b7addf-d492-4b98-aa4c-ee8a244431fc;Coca Cola 3L;1;13;13
ccv-864;54b7addf-d492-4b98-aa4c-ee8a244431fc;Simba Piña;1;9;9
ccv-865;54b7addf-d492-4b98-aa4c-ee8a244431fc;Vino Santa Ana;2;35;70
ccv-866;52c25b39-b496-4a83-b65a-67dc426a3776;Vino Santa Ana;1;35;35
ccv-867;eaa4dc06-72a4-4a8a-b6ce-5ea42c8bcba2;Caja Paceña;1;130;130
ccv-868;eaa4dc06-72a4-4a8a-b6ce-5ea42c8bcba2;Vodka Barkov 1L;1;45;45
ccv-869;eaa4dc06-72a4-4a8a-b6ce-5ea42c8bcba2;Fernet Bronco;1;75;75
ccv-870;eaa4dc06-72a4-4a8a-b6ce-5ea42c8bcba2;Coca Cola 3L;2;13;26
ccv-871;a926cce4-7312-4cb1-8379-ea9a89926a9a;Vino Santa Ana;2;35;70
ccv-872;3d80f2b4-f00c-44c7-bf64-5ec824ff42a3;Coca Cola 3L;1;13;13
ccv-873;3d80f2b4-f00c-44c7-bf64-5ec824ff42a3;Simba Piña;2;9;18
ccv-874;9fde950b-68cb-4be2-9695-7745091504f1;Caja Paceña;1;130;130
ccv-875;a275ee89-2a63-41c0-9e6e-48fd408c72ea;Huari Lata 440ml;2;10;20
ccv-876;a275ee89-2a63-41c0-9e6e-48fd408c72ea;Singani Caso Real Azul;2;35;70
ccv-877;a275ee89-2a63-41c0-9e6e-48fd408c72ea;Sprite 3L;1;13;13
ccv-878;3eb5fc25-f227-44b4-8f19-42210bd956d0;Agua Vital 990ml;6;6;36
ccv-879;3eb5fc25-f227-44b4-8f19-42210bd956d0;Fernet Bronco;1;75;75
ccv-880;ee75e018-71e8-44d5-8c26-a5dfd305355d;Vino Santa Ana;1;35;35
ccv-881;ee75e018-71e8-44d5-8c26-a5dfd305355d;Coca Cola 3L;1;13;13
ccv-882;c7917fcb-b522-4be9-9714-ae83f8e8bfe2;Pepsi 3L;1;12;12
ccv-883;e887b4b3-4a81-47d0-a21f-8920c3dffa59;Fernet Bronco;1;75;75
ccv-884;e887b4b3-4a81-47d0-a21f-8920c3dffa59;Coca Cola 3L;1;13;13
ccv-885;271f9b02-c9e0-4a3c-8de8-f993d490cb0c;Vino Santa Ana;1;35;35
ccv-886;8278e121-d5d0-49c3-96a1-9e7ace5cbf50;Coca Cola 3L;4;13;52
ccv-887;8278e121-d5d0-49c3-96a1-9e7ace5cbf50;Singani Caso Real Azul;1;35;35
ccv-888;8278e121-d5d0-49c3-96a1-9e7ace5cbf50;Ron Abuelo 1L;1;85;85
ccv-889;99dcdb0c-caa5-4872-8033-431e1dae640a;Ron Flor de Caña;1;75;75
ccv-890;469a6c80-8715-4ba1-a14b-7191a2b3600d;Vodka Barkov 1L;1;45;45
ccv-891;624bcca8-308c-43bc-b492-acc629e7c7e0;Pepsi 3L;2;12;24
ccv-892;624bcca8-308c-43bc-b492-acc629e7c7e0;Fernet Bronco;1;75;75
ccv-893;6833d43c-4179-46d0-932b-00f0389901d5;Cajetilla Winston;1;10;10
ccv-894;6833d43c-4179-46d0-932b-00f0389901d5;Huari Lata 440ml;4;10;40
ccv-895;6833d43c-4179-46d0-932b-00f0389901d5;Sprite 3L;1;13;13
ccv-896;534dfb7a-9d84-4604-a74d-65ab614cf445;Cajetilla Winston;1;10;10
ccv-897;0baa4510-f75a-46be-a9e6-79d84ccc3de2;Ron Abuelo 1L;2;85;170
ccv-898;0baa4510-f75a-46be-a9e6-79d84ccc3de2;Fernet Bronco;1;75;75
ccv-899;1ed1410e-e9fb-45da-94db-4dc8759adba5;Vino Santa Ana;1;35;35
ccv-900;09906a7e-ec5c-4ff4-a786-28b77b377659;Pepsi 3L;2;12;24
ccv-901;a49b5959-32b1-4916-964c-50fca949c8d8;Coca Cola 3L;1;13;13
ccv-902;a49b5959-32b1-4916-964c-50fca949c8d8;Singani Caso Real Azul;1;35;35
ccv-903;a49b5959-32b1-4916-964c-50fca949c8d8;Ron Abuelo 1L;1;85;85
ccv-904;ae6d2abe-8047-467f-b2cf-7577df32102d;Caja Paceña;1;130;130
ccv-905;ae6d2abe-8047-467f-b2cf-7577df32102d;Singani Caso Real Azul;1;35;35
ccv-906;5a2ded6f-bd16-42fd-9678-49dbc3b89c7a;Coca Cola 3L;1;13;13
ccv-907;5a2ded6f-bd16-42fd-9678-49dbc3b89c7a;Simba Piña;1;9;9
ccv-908;19bb2e6b-eb81-47be-a20f-0c02e376e05b;Pepsi 3L;1;12;12
ccv-909;65e7a77d-9965-482e-9101-3c0ac3c143d5;Cajetilla Winston;1;10;10
ccv-910;2429b438-c8e8-4ca6-8859-4e792cb402b2;Agua Vital 990ml;2;6;12
ccv-911;26230aad-93ed-425f-afa7-ca86970b3db3;Simba Piña;1;9;9
ccv-912;26230aad-93ed-425f-afa7-ca86970b3db3;Caja Paceña;1;130;130
ccv-913;00b2e860-4193-42f8-bb8a-6c7b2d0c4e00;Singani Caso Real Azul;1;35;35
ccv-914;1f003941-cce4-4f07-817c-20a20b88a8cd;Agua Vital 990ml;3;6;18
ccv-915;1f003941-cce4-4f07-817c-20a20b88a8cd;Fernet Bronco;1;75;75
ccv-916;1f003941-cce4-4f07-817c-20a20b88a8cd;Coca Cola 3L;1;13;13
ccv-917;e4e5653d-9902-40cf-a8ad-b7ff2b5c2766;Huari Lata 440ml;3;10;30
ccv-918;c35ca27c-b792-462a-81cb-0998a95b4c0f;Paceña 440ml;8;8;72
ccv-919;41c8a9f3-2c16-4db9-83ad-b997c4df7614;Coca Cola 3L;1;13;13
ccv-920;04eff86c-a6e7-43f4-93d6-f2b2dd7703c8;Coca Cola 3L;2;13;26
ccv-921;5aeabb3e-cdb9-476a-bc1a-c690c1dbcd51;Sprite 3L;1;13;13
ccv-922;8face467-5f9f-4d80-b6e2-0d2cbff217ce;Simba Piña;1;9;9
ccv-923;8face467-5f9f-4d80-b6e2-0d2cbff217ce;Agua Vital 990ml;1;6;6
ccv-924;887d3ca3-3167-4f5b-b767-d513e30fbc8b;Huari Lata 440ml;2;10;20
ccv-925;887d3ca3-3167-4f5b-b767-d513e30fbc8b;Sixpack Baltica;1;39;39
ccv-926;abd5f380-b171-460b-baf9-f8b60f9305f7;Paceña 440ml;3;8;24
ccv-927;abd5f380-b171-460b-baf9-f8b60f9305f7;Simba Piña;1;9;9
ccv-928;615c2d10-1629-4ed8-863c-37a13808e704;Sprite 3L;1;13;13
ccv-929;a1107d1b-6804-4177-981e-c9f16c269b16;Pepsi 3L;1;12;12
ccv-930;a1107d1b-6804-4177-981e-c9f16c269b16;Agua Vital 990ml;1;6;6
ccv-931;256b300c-6f59-4780-a703-fa8d80b35b86;Pepsi 3L;2;12;24
ccv-932;6981dc93-57b4-4018-b8a2-2213e4685f6b;Coca Cola 3L;1;13;13
ccv-933;6981dc93-57b4-4018-b8a2-2213e4685f6b;Simba Piña;1;9;9
ccv-934;154629bc-0e7c-4e9d-880b-157e9edad601;Huari Lata 440ml;5;10;50
ccv-935;74f9bc70-2fb8-4026-bbdb-77cffae078ac;Cajetilla Winston;1;10;10
ccv-936;74f9bc70-2fb8-4026-bbdb-77cffae078ac;Paceña 440ml;2;8;16
ccv-937;a5a5826a-c633-43a0-91a5-e3b4ef4b1440;Sprite 3L;1;13;13
ccv-938;74a81e3c-0590-4760-b643-a4fb044ebd0f;Singani Caso Real Azul;1;35;35
ccv-939;74a81e3c-0590-4760-b643-a4fb044ebd0f;Vino Santa Ana;1;35;35
ccv-940;5452a06f-7f6b-4748-b487-a74c6f126e21;Sixpack Baltica;1;39;39
ccv-941;a4bb2f0e-b974-4403-87d4-045253edaeab;Ron Flor de Caña;1;75;75
ccv-942;4ce3415e-94df-491f-8781-e8ea9bb29a47;Paceña 440ml;4;8;32
ccv-943;5a8345ce-d708-4753-9a51-3d90bb01ad80;Coca Cola 3L;1;13;13
ccv-944;5a8345ce-d708-4753-9a51-3d90bb01ad80;Sprite 3L;2;13;26
ccv-945;24814f51-7f18-422c-872b-d06a294feadc;Vino Santa Ana;1;35;35
ccv-946;d3d3dbc0-ac3f-42c0-b5f5-f0918c575f98;Huari Lata 440ml;4;10;40
ccv-947;04f6469c-f111-462d-b62a-d94bca82228d;Cajetilla Winston;1;10;10
ccv-948;7d602932-b6ba-4e6d-a944-a5db84b359e0;Huari Lata 440ml;2;10;20
ccv-949;7d602932-b6ba-4e6d-a944-a5db84b359e0;Pepsi 3L;1;12;12
ccv-950;0c916393-fab3-49be-bbc9-bd77d36ba219;Sixpack Baltica;1;39;39
ccv-951;3a574790-d87f-4596-8b7e-c1661b285458;Paceña 440ml;9;8;82
ccv-952;01a880cb-3494-471a-9f71-3219d8a2a959;Coca Cola 3L;1;13;13
ccv-953;23d1fb05-b56b-4605-b0e5-589562c9679b;Coca Cola 3L;1;13;13
ccv-954;b7a8e914-7911-4811-aa4b-1f1c3fa1838e;Fernet Bronco;1;75;75
ccv-955;d39dd28e-f7b6-4751-bca7-09525dec3932;Sixpack Baltica;2;39;78
ccv-956;e0ae9d9f-36e8-4bda-ad69-57142a31641a;Singani Caso Real Azul;1;35;35
ccv-957;bbba1155-db34-410a-8d97-3749a3bf70f9;Fernet Bronco;1;75;75
ccv-958;e3f6031c-63ea-4718-b5a0-b0e4363406d4;Coca Cola 3L;2;13;26
ccv-959;e3f6031c-63ea-4718-b5a0-b0e4363406d4;Ron Flor de Caña;1;75;75
ccv-960;8bdfa626-8f51-4ed8-b7ac-bc7f868a4a49;Ron Abuelo 1L;1;85;85
ccv-961;774027d9-afff-4afa-ace0-6afbc052dda9;Vodka Barkov 1L;1;45;45
ccv-962;104d6199-d3f8-491c-a565-59f0957b8767;Sprite 3L;1;13;13
ccv-963;104d6199-d3f8-491c-a565-59f0957b8767;Agua Vital 990ml;2;6;12
ccv-964;ab25a1c0-ddfc-47cf-8e9d-9adf3d0a344e;7Up;1;12;12
ccv-965;8f92000d-eb18-4fc7-b14d-c2893635af86;Casa Real Etq Negra;1;75;75
ccv-966;8f92000d-eb18-4fc7-b14d-c2893635af86;Sprite 3L;1;13;13
ccv-967;8f92000d-eb18-4fc7-b14d-c2893635af86;Sixpack Baltica;1;39;39
ccv-968;ca0e6e9a-4bf4-4217-910d-66dc5f6bfde1;Vino Santa Ana;1;35;35
ccv-969;ece2729e-4a9d-4535-b187-e7e4c1269efb;7Up;2;12;24
ccv-970;a74d6296-cacd-4f50-b7d3-299cf6d5e8f5;Huari Lata 440ml;1;10;10
ccv-971;a74d6296-cacd-4f50-b7d3-299cf6d5e8f5;Paceña 440ml;5;8;40
ccv-972;9f856718-3e90-414c-9c76-077aaa35ae5b;Casa Real Etq Negra;1;75;75
ccv-973;9f856718-3e90-414c-9c76-077aaa35ae5b;Sprite 3L;1;13;13
ccv-974;b5f09f51-6f34-4eb3-99a3-aac99fa5bda4;Coca Cola 3L;3;13;39
ccv-975;fedc4b73-3690-4e4f-8462-70788f9d58c9;Sixpack Baltica;1;39;39
ccv-976;574908a4-d8a3-4b9d-aea9-1c9b9363b33a;Cajetilla Winston;1;10;10
ccv-977;574908a4-d8a3-4b9d-aea9-1c9b9363b33a;Paceña 440ml;3;8;24
ccv-978;9a40329f-ec06-406e-aa44-c60837d80bec;Cuba Libre 2L;1;25;25
ccv-979;94c8fec3-581f-43d5-abd2-af19b12921c1;Huari Lata 440ml;5;10;50
ccv-980;94c8fec3-581f-43d5-abd2-af19b12921c1;Pepsi 3L;1;12;12
ccv-981;e36b99b6-3aa9-4965-8e22-95c901444454;Vodka Barkov 1L;1;45;45
ccv-982;0e48caa0-c41b-4252-b515-6f9cfb451d90;Coca Cola 3L;6;13;78
ccv-983;d6a08b48-9f00-43b1-9713-c2863b796971;7Up;2;12;24
ccv-984;d6a08b48-9f00-43b1-9713-c2863b796971;Sixpack Baltica;1;39;39
ccv-985;d6a08b48-9f00-43b1-9713-c2863b796971;Singani Caso Real Azul;1;35;35
ccv-986;a2fc526a-d25e-463a-8592-9d7ca8c8dd6e;Sprite 3L;2;13;26
ccv-987;a2fc526a-d25e-463a-8592-9d7ca8c8dd6e;Coca Cola 3L;3;13;39
ccv-988;a2fc526a-d25e-463a-8592-9d7ca8c8dd6e;Huari Lata 440ml;7;10;70
ccv-989;84f114f0-f2ca-42be-b328-689a9ed0e9c9;Sixpack Baltica;1;39;39
ccv-990;52096479-59c1-4cba-aa0e-82bf5c8e3ea7;Cuba Libre 2L;1;25;25
ccv-991;52096479-59c1-4cba-aa0e-82bf5c8e3ea7;Sprite 3L;1;13;13
ccv-992;832a38a6-fd2e-43d0-8522-181d286912c6;Agua Vital 990ml;3;6;18
ccv-993;832a38a6-fd2e-43d0-8522-181d286912c6;Paceña 440ml;5;8;40
ccv-994;832a38a6-fd2e-43d0-8522-181d286912c6;Vino Santa Ana;2;35;70
ccv-995;3c6e3a34-70c5-4040-9faf-c657d0a48349;Pepsi 3L;3;12;36
ccv-996;e2c2de10-da16-4370-9115-0b133fd37ac7;7Up;2;12;24
ccv-997;e2c2de10-da16-4370-9115-0b133fd37ac7;Coca Cola 3L;4;13;52
ccv-998;7823f98e-6436-4e31-bacf-3dc6ed33bdd4;Coca Cola 3L;2;13;26
ccv-999;7823f98e-6436-4e31-bacf-3dc6ed33bdd4;Ron Abuelo 1L;1;85;85
ccv-1000;7823f98e-6436-4e31-bacf-3dc6ed33bdd4;Vodka Barkov 1L;1;45;45
ccv-1001;6d0c934c-2b2c-4899-9d77-aa74e20e01b4;Caja Paceña;1;130;130
ccv-1002;6d0c934c-2b2c-4899-9d77-aa74e20e01b4;Cuba Libre 2L;1;25;25
ccv-1003;6d0c934c-2b2c-4899-9d77-aa74e20e01b4;Vodka Barkov 1L;1;45;45
ccv-1004;6d0c934c-2b2c-4899-9d77-aa74e20e01b4;Vino Santa Ana;2;35;70
ccv-1005;6d0c934c-2b2c-4899-9d77-aa74e20e01b4;Coca Cola 3L;2;13;26
ccv-1006;f967b32b-9e48-48d2-94bb-8c469ebc0c1c;Vino Santa Ana;1;35;35
ccv-1007;f967b32b-9e48-48d2-94bb-8c469ebc0c1c;Sprite 3L;1;13;13
ccv-1008;f967b32b-9e48-48d2-94bb-8c469ebc0c1c;Coca Cola 3L;3;13;39
ccv-1009;34c96f54-9038-4cee-8c88-21f8f9e4826b;Simba Piña;3;9;27
ccv-1010;34c96f54-9038-4cee-8c88-21f8f9e4826b;Huari Lata 440ml;4;10;40
ccv-1011;c6d452e7-0ffe-4db7-a049-41c3fde927e1;Caja Paceña;2;130;260
ccv-1012;c2e98c9a-73ba-4665-808f-b1b8f7e7c683;Sixpack Baltica;2;39;78
ccv-1013;c2e98c9a-73ba-4665-808f-b1b8f7e7c683;Cuba Libre 2L;1;25;25
ccv-1014;c2e98c9a-73ba-4665-808f-b1b8f7e7c683;Casa Real Etq Negra;1;75;75
ccv-1015;bb0e45a7-08fe-43dd-a525-ff00558ee3a9;Huari Lata 440ml;7;10;70
ccv-1016;bb0e45a7-08fe-43dd-a525-ff00558ee3a9;Cuba Libre 2L;1;25;25
ccv-1017;bb0e45a7-08fe-43dd-a525-ff00558ee3a9;Agua Vital 990ml;2;6;12
ccv-1018;bb0e45a7-08fe-43dd-a525-ff00558ee3a9;Sprite 3L;2;13;26
ccv-1019;91f35e3a-eeb7-4d05-bfbc-4f50add374f3;Vino Santa Ana;2;35;70
ccv-1020;372c6b6e-0478-422e-a0de-bc11480894ce;Casa Real Etq Negra;1;75;75
ccv-1021;372c6b6e-0478-422e-a0de-bc11480894ce;Coca Cola 3L;2;13;26
ccv-1022;372c6b6e-0478-422e-a0de-bc11480894ce;Vodka Barkov 1L;1;45;45
ccv-1023;8a249cff-5c4b-479d-82cf-d37666d8eac3;Simba Piña;2;9;18
ccv-1024;8a249cff-5c4b-479d-82cf-d37666d8eac3;Huari Lata 440ml;5;10;50
ccv-1025;26c7c597-aa0a-4b1a-99dd-14f2f54cab34;Ron Flor de Caña;1;75;75
ccv-1026;510ee3de-8125-4c4a-84f8-18ff8e24e09b;Pepsi 3L;4;12;48
ccv-1027;1b913052-0c00-4745-b64c-835ea6f81561;Caja Paceña;1;130;130
ccv-1028;1b913052-0c00-4745-b64c-835ea6f81561;Ron Abuelo 1L;1;85;85
ccv-1029;1b913052-0c00-4745-b64c-835ea6f81561;Fernet Bronco;1;75;75
ccv-1030;3d127938-0b26-437f-bd9a-2bd29a051d39;Coca Cola 3L;3;13;39
ccv-1031;3d127938-0b26-437f-bd9a-2bd29a051d39;7Up;2;12;24
ccv-1032;3d127938-0b26-437f-bd9a-2bd29a051d39;Paceña 440ml;6;8;48
ccv-1033;46e5b68c-7c92-4c1d-ae4b-444a72278424;Sixpack Baltica;1;39;39
ccv-1034;46e5b68c-7c92-4c1d-ae4b-444a72278424;Ron Flor de Caña;1;75;75
ccv-1035;f45230e7-6a2d-4871-9dc4-0a45bc1ceab6;Vino Santa Ana;1;35;35
ccv-1036;f45230e7-6a2d-4871-9dc4-0a45bc1ceab6;Huari Lata 440ml;4;10;40
ccv-1037;f45230e7-6a2d-4871-9dc4-0a45bc1ceab6;Cajetilla Winston;1;10;10
ccv-1038;8b4f6cf1-770a-42e3-a654-f889741f656c;Cuba Libre 2L;1;25;25
ccv-1039;8b4f6cf1-770a-42e3-a654-f889741f656c;Casa Real Etq Negra;1;75;75
ccv-1040;8b4f6cf1-770a-42e3-a654-f889741f656c;Coca Cola 3L;3;13;39
ccv-1041;8b4f6cf1-770a-42e3-a654-f889741f656c;7Up;1;12;12
ccv-1042;f10cfd82-9f2c-4a5c-856b-617a612a8da0;Cajetilla Winston;1;10;10
ccv-1043;b7da9f83-f1e6-4741-9269-b1fb33a19835;Agua Vital 990ml;2;6;12
ccv-1044;b7da9f83-f1e6-4741-9269-b1fb33a19835;Sixpack Baltica;1;39;39
ccv-1045;74af9017-0f92-44f0-bb3c-2a0e0d641a28;Pepsi 3L;4;12;48
ccv-1046;74af9017-0f92-44f0-bb3c-2a0e0d641a28;Sprite 3L;1;13;13
ccv-1047;74af9017-0f92-44f0-bb3c-2a0e0d641a28;Casa Real Etq Negra;1;75;75
ccv-1048;fca9d1ef-8a57-43eb-b5bc-39ab970854ff;Caja Paceña;1;130;130
ccv-1049;fca9d1ef-8a57-43eb-b5bc-39ab970854ff;Singani Caso Real Azul;1;35;35
ccv-1050;fca9d1ef-8a57-43eb-b5bc-39ab970854ff;Sprite 3L;2;13;26
ccv-1051;215b248f-b622-4f23-8332-8ba4811615a7;Ron Abuelo 1L;2;85;85
ccv-1052;397f48f9-eb95-4e4a-816a-cdea40536c8c;Casa Real Etq Negra;1;75;75
ccv-1053;397f48f9-eb95-4e4a-816a-cdea40536c8c;Vodka Barkov 1L;1;45;45
ccv-1054;397f48f9-eb95-4e4a-816a-cdea40536c8c;Vino Santa Ana;1;35;35
ccv-1055;5b601b35-5751-443b-8cb3-773fe14fd9cd;Caja Paceña;1;130;130
ccv-1056;c5d1b8e6-369c-4309-857c-fabf6e88bc30;7Up;3;12;36
ccv-1057;c5d1b8e6-369c-4309-857c-fabf6e88bc30;Sixpack Baltica;1;39;39
ccv-1058;cec6f8d3-ff6a-4f04-820a-d844786ab061;Casa Real Etq Negra;2;75;75
ccv-1059;cec6f8d3-ff6a-4f04-820a-d844786ab061;Coca Cola 3L;1;13;13
ccv-1060;db44fddc-5808-4480-9e74-29795d8dc910;Simba Piña;2;9;18
ccv-1061;db44fddc-5808-4480-9e74-29795d8dc910;Huari Lata 440ml;3;10;30
ccv-1062;db44fddc-5808-4480-9e74-29795d8dc910;Cajetilla Winston;1;10;10
ccv-1063;c65b6673-5c95-4acc-8038-fc8d48678247;Cuba Libre 2L;2;25;50
ccv-1064;81d17915-696d-4b16-bf8e-4b4080f1d971;Pepsi 3L;2;12;24
ccv-1065;81d17915-696d-4b16-bf8e-4b4080f1d971;Agua Vital 990ml;2;6;12
ccv-1066;81d17915-696d-4b16-bf8e-4b4080f1d971;Casa Real Etq Negra;1;75;75
ccv-1067;81d17915-696d-4b16-bf8e-4b4080f1d971;Singani Caso Real Azul;1;35;35
ccv-1068;6023697d-6a19-419e-8a9e-99d7cf899745;Coca Cola 3L;3;13;39
ccv-1069;910d1fce-53a8-401c-afa2-ab12d1b23435;Paceña 440ml;5;8;40
ccv-1070;910d1fce-53a8-401c-afa2-ab12d1b23435;Cajetilla Winston;1;10;10
ccv-1071;4fd57211-1889-439b-ae65-e0d8a4633e69;Sixpack Baltica;1;39;39
ccv-1072;4fd57211-1889-439b-ae65-e0d8a4633e69;Ron Flor de Caña;1;75;75
ccv-1073;4fd57211-1889-439b-ae65-e0d8a4633e69;Coca Cola 3L;2;13;26
ccv-1074;4fd57211-1889-439b-ae65-e0d8a4633e69;Fernet Bronco;1;75;75
ccv-1075;67c68097-1aee-4222-8f4b-42eda3ce343e;Singani Caso Real Azul;2;35;70
ccv-1076;611ee0b1-dcde-4811-af51-263185ec7029;Caja Paceña;1;130;130
ccv-1077;611ee0b1-dcde-4811-af51-263185ec7029;7Up;2;12;24
ccv-1078;ed95f9b3-15a8-4177-8fb7-bcc5ad9f1208;Sixpack Baltica;3;39;117
ccv-1079;608a0aec-877d-4115-9ccf-6e9f6da0b08d;7Up;3;12;36
ccv-1080;608a0aec-877d-4115-9ccf-6e9f6da0b08d;Sixpack Baltica;1;39;39
ccv-1081;608a0aec-877d-4115-9ccf-6e9f6da0b08d;Agua Vital 990ml;2;6;12
